Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Document ChEMBL ID,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Properties,Action Type
CHEMBL2179959,,None,200.28,0,2.19,7,C(=C1\CN2CCC1CC2)\c1cccnc1,Activity,=',11,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438886,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 1 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL2332280,,None,277.41,0,4.6,2,C(CN1CCCCC1)=C(c1ccccc1)c1ccccc1,Activity,=',2,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438886,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 1 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL2435284,,None,366.53,1,5.93,3,c1ccc(C[N+]23CCC(CC2)C(=C(c2ccccc2)c2ccccc2)C3)cc1,Activity,=',2,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438885,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 0.1 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL2332276,,None,279.41,0,2.92,5,c1ccc(C(c2ccccc2)[N+]23CCN(CC2)CC3)cc1,Activity,=',3,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438886,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 1 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL478358,,None,199.3,0,2.8,6,C(=C1\CN2CCC1CC2)\c1ccccc1,Activity,=',3,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438886,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 1 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL2435284,,None,366.53,1,5.93,3,c1ccc(C[N+]23CCC(CC2)C(=C(c2ccccc2)c2ccccc2)C3)cc1,Activity,=',1,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438887,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 10 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL478358,,None,199.3,0,2.8,6,C(=C1\CN2CCC1CC2)\c1ccccc1,Activity,=',2,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438885,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 0.1 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL2179959,,None,200.28,0,2.19,7,C(=C1\CN2CCC1CC2)\c1cccnc1,Activity,=',24,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438887,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 10 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL2332276,,None,279.41,0,2.92,5,c1ccc(C(c2ccccc2)[N+]23CCN(CC2)CC3)cc1,Activity,=',1,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438885,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 0.1 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL2332280,,None,277.41,0,4.6,2,C(CN1CCCCC1)=C(c1ccccc1)c1ccccc1,Activity,=',0.8,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438885,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 0.1 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL2435283,,None,275.4,0,4.21,1,c1ccc(C(=C2CN3CCC2CC3)c2ccccc2)cc1,Activity,=',0.6,%,,,,UO_0000187,,,,,0,CHEMBL2434918,CHEMBL2438885,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells assessed as induction of electrophysiological response at 0.1 uM by patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL2440320,,None,368.38,0,4.7,7z,CCOc1ccc(-c2cnc(NC)c(C(=O)c3ccc(F)c(F)c3)c2)cc1,Activity,=',-2,%,,,,UO_0000187,,,,,0,CHEMBL2440000,CHEMBL2447424,Positive allosteric modulation of human alpha4beta2 nAChR expressed in Xenopus oocytes assessed as maximum modulation of nicotine EC5 response at 10 uM by two-electrode voltage clamp method relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Oocyte,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL3086991,,None,264.33,0,2.22,"1, VMY-2-95",C(#Cc1cncc(OC[C@@H]2CCN2)c1)c1ccccc1,Activity,=',12.61,%,,,,UO_0000187,,,,,0,CHEMBL3085723,CHEMBL3089184,Agonist activity at human alpha4beta2 nAChR assessed as induction of inward current by whole-cell voltage clamp analysis relative to acetylcholine,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL3094084,,None,422.48,0,3.04,47,O=C(O)/C=C/C(=O)O.O=C(c1ccc(-c2ccccc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091351,CHEMBL3097508,Antagonist activity at human alpha4beta2 nAChR expressed in Xenopus laevis oocytes assessed as inhibition of acetylcholine-induced effect at 10 uM incubated for 8 secs followed by compound washout for 241 secs by Two-electrode voltage clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3094064,,None,126.2,0,-0.18,Bispidine,C1NCC2CNCC1C2,Activity,,,,,,Active,,,,,,0,CHEMBL3091351,CHEMBL3097514,Agonist activity at human alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 1 uM incubated for 8 secs followed by compound washout for 241 secs by Two-electrode voltage clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3094069,,None,312.37,0,0.85,16,CCCC(=O)N1C[C@@H]2CNC[C@@H](C2)C1.O=C(O)/C=C/C(=O)O,Activity,,,,,,Active,,,,,,0,CHEMBL3091351,CHEMBL3097502,Agonist activity at human alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 10 uM incubated for 8 secs followed by compound washout for 241 secs by Two-electrode voltage clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3094084,,None,422.48,0,3.04,47,O=C(O)/C=C/C(=O)O.O=C(c1ccc(-c2ccccc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091351,CHEMBL3097511,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 10 uM incubated for 8 secs followed by compound washout for 241 secs by Two-electrode voltage clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093677,,None,245.33,0,0.69,31,O=C(Cc1cccnc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093673,,None,244.34,0,1.3,30,O=C(Cc1ccccc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093681,,None,258.37,0,1.69,32,O=C(CCc1ccccc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093664,,None,307.4,0,2.43,52,O=C(c1ccc(-c2cccnc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093665,,None,307.4,0,2.43,53,O=C(c1ccc(-c2ccncc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093665,,None,307.4,0,2.43,53,O=C(c1ccc(-c2ccncc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093692,,None,286.38,0,1.78,21,COc1ccc(/C=C/C(=O)N2C[C@@H]3CNC[C@@H](C3)C2)cc1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093680,,None,294.4,0,2.45,38,O=C(Cc1ccc2ccccc2c1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093678,,None,245.33,0,0.69,36,O=C(Cc1ccncc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093688,,None,290.79,0,2.42,18,O=C(/C=C/c1cccc(Cl)c1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093696,,None,257.34,0,1.16,41,O=C(/C=C/c1cccnc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093677,,None,245.33,0,0.69,31,O=C(Cc1cccnc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093692,,None,286.38,0,1.78,21,COc1ccc(/C=C/C(=O)N2C[C@@H]3CNC[C@@H](C3)C2)cc1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093666,,None,296.37,0,1.55,54,O=C(c1ccc(-n2ccnc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093695,,None,262.38,0,1.83,24,O=C(/C=C/c1ccsc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093696,,None,257.34,0,1.16,41,O=C(/C=C/c1cccnc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093700,,None,254.33,0,1.11,42,O=C(C#Cc1ccccc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093708,,None,298.34,0,0.83,50,O=C(C#Cc1ccc2c(c1)OCO2)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093686,,None,256.35,0,1.77,16,O=C(/C=C/c1ccccc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093704,,None,314.39,0,1.12,46,COc1ccc(C#CC(=O)N2C[C@@H]3CNC[C@@H](C3)C2)cc1OC,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093691,,None,274.34,0,1.91,40,O=C(/C=C/c1ccc(F)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095465,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 10 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093679,,None,288.35,0,1.03,37,O=C(Cc1ccc2c(c1)OCO2)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093673,,None,244.34,0,1.3,30,O=C(Cc1ccccc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093675,,None,322.43,0,0.7,35,CS(=O)(=O)c1ccc(CC(=O)N2C[C@@H]3CNC[C@@H](C3)C2)cc1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093676,,None,249.31,0,0.59,13,Cc1cc(CC(=O)N2C[C@@H]3CNC[C@@H](C3)C2)on1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093698,,None,300.36,0,1.5,26,O=C(/C=C/c1ccc2c(c1)OCO2)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
CHEMBL3093686,,None,256.35,0,1.77,16,O=C(/C=C/c1ccccc1)N1C[C@@H]2CNC[C@@H](C2)C1,Activity,,,,,,Active,,,,,,0,CHEMBL3091445,CHEMBL3095471,Partial agonist activity at human alpha4beta2 nAChR expressed in Xenopus oocytes at 1 uM incubated for 8 secs followed by compound washout measured after 241 secs by two-electrode voltage clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem,None,,
